,0,0.00001,0.000032,0.0001,0.000316,0.001,0.003162,0.01,0.03162,0.1,0.3162
0.000001,0.198924,0.198032,0.18876,0.192584,0.179007,0.251073,0.305242,0.393237,0.41847,0.439294,0.442501
0,0.214606,0.202764,0.209015,0.243656,0.267482,0.305179,0.354805,0.408228,0.400183,0.426312,0.43028
0,0.158268,0.152675,0.163918,0.160095,0.236948,0.27195,0.380215,0.371851,0.396013,0.394666,0.427685
0,0.069174,0.07572,0.080393,0.113635,0.14671,0.242007,0.328157,0.386134,0.349736,0.39885,0.417236
0,0.041054,0.050067,0.064619,0.074126,0.106865,0.278045,0.312209,0.359556,0.353544,0.380182,0.424755
0,0.038704,0.040852,0.051928,0.065641,0.109178,0.200775,0.346303,0.363321,0.362167,0.38467,0.399817
0,0.054054,0.047047,0.043441,0.066998,0.1281,0.262315,0.333382,0.376431,0.383855,0.387331,0.418016
0,0.046719,0.046968,0.057966,0.043945,0.125086,0.220752,0.352181,0.395849,0.356646,0.38955,0.417773
Inflation:,0.484984215,,,,,,,,,,
